team_id,manager_id,manager_name,team,season,week,player_name,player_id,player_team,position,set_pos,points
131379,1022565,kevowest,skinny bitches,20,4,Deandre Ayton,1716,PHX,C,BN,0
131379,1022565,kevowest,skinny bitches,20,4,George Hill,211,MIL,G,BN,0
131379,1022565,kevowest,skinny bitches,20,4,Josh Hart,1590,NOP,G/SF,SG,53.5
131379,1022565,kevowest,skinny bitches,20,4,Luke Kennard,1550,DET,SG/SF,SG/SF,60.5
131379,1022565,kevowest,skinny bitches,20,4,Malcolm Brogdon,1411,IND,G,PG,50
131379,1022565,kevowest,skinny bitches,20,4,Miles Bridges,1710,CHA,F,PF,52.5
131379,1022565,kevowest,skinny bitches,20,4,Pascal Siakam,1421,TOR,PF/C,C,68.2
131379,1022565,kevowest,skinny bitches,20,4,RJ Barrett,1850,NYK,G/SF,SF,66.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Dejounte Murray,1443,SAS,PG,BN,62.2
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Devin Booker,1309,PHX,G,PG,60.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Fred VanVleet,1476,TOR,G,ANY,56.7
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Giannis Antetokounmpo,1049,MIL,F,SF,102
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Hassan Whiteside,675,POR,C,BN,50.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Justise Winslow,1259,MIA,PG/F,ANY,59.3
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Kevin Love,285,CLE,PF/C,PF,68
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Lonzo Ball,1565,NOP,PG,G,52.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Patrick Beverley,43,LAC,G,SG/SF,32.3
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Steven Adams,1024,OKC,C,C,30
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Tim Hardaway,1052,DAL,SG/SF,SG,14.5
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Tristan Thompson,757,CLE,C,PF/C,65.8
131635,1022568,Captain_Striker,CaptainStrikersMob,20,1,Victor Oladipo,1059,IND,G,BN,0
